 ID,SHA256,APT-group,Country,attack_sequence
452,1e14d4c56cc2a7f078eb08d225f1b7f3340ab291a53deafbd0dd3b43ebe71cca,APT1,China,"['T1047', 'T1105', 'T1059', 'T1086']"
453,1260591de4e6565f824b5a61b5d782957850c7a8d84aaa243f907654995e59a5,APT1,China,"['T1086', 'T1047', 'T1105']"
454,ac1b3673e4c5425e7afb40dfcb8ac485344c4d051fb96b71ed2ee2e87ef68e3e,APT1,China,"['T1059', 'T1047', 'T1086', 'T1105']"
456,a1694725158441219fae3f96aa6b345f610195995568c9409cf5c9aac029c51a,APT1,China,"['T1105', 'T1086', 'T1047']"
464,8ca142461410c1a89091ea393914aba258ffa9ca91562012d1b2363d201a16b0,APT1,China,"['T1086', 'T1105', 'T1047', 'T1059']"
465,78e07f4cbbbf119e5dac565e764a4fc7cf2d1938e5948cea03ae3b597d63c34f,APT1,China,"['T1047', 'T1086', 'T1059', 'T1105']"
467,406e73948c78b1e692646ea0edbadbb366bede04036114ac2bf86c413d4d4132,APT1,China,"['T1105', 'T1059', 'T1047']"
471,d86f415508abd0ac072955053de4ff9413ec71149e326558bab157de1e54899d,APT1,China,"['T1105', 'T1047', 'T1059', 'T1086']"
472,421d3e2cc14f09d80f5cf13b53663b96f08792096481ad2ff408f8834da14c7b,APT1,China,"['T1047', 'T1086', 'T1105']"
474,da48960557dfa3aa41b09be150ce662daeb38133d981baea15bbac02fdd9aeeb,APT1,China,"['T1105', 'T1059', 'T1047']"
476,e1805fa3c90f07f9721ad4bf4f42caf89cc5c3d45e0240c98cd34426caa4e670,APT1,China,"['T1047', 'T1105', 'T1059']"
481,71c813f0e0a96b5b85c5d798dee316794fc4715703656732e3d42518c8f141ba,APT1,China,"['T1105', 'T1047', 'T1086']"
482,0b9ca6fb32fcde1e6e55e8874982a2a921e73c6ebdf7246177fecf63542a4a83,APT1,China,"['T1059', 'T1047', 'T1086', 'T1105']"
488,42334f2119069b8c0ececfb14a7030e480b5d18ca1cc35f1ceaee847bc040e53,APT1,China,"['T1059', 'T1086', 'T1105', 'T1047']"
489,f8754171e8b6cb5266055c9d5184f46eae5beaa2f19dd95eb4738e75d12537cb,APT1,China,"['T1047', 'T1086', 'T1059', 'T1105']"
496,d8cb812c19582e3f2aa58af4bd083481846b17664f44d8aba0f5a2b7f00d136c,APT1,China,"['T1059', 'T1047', 'T1105']"
497,a0c13be0775dc91b1d0b80b64861d9ce491765565758a4bc47b67f4b3c3ffdd4,APT1,China,"['T1059', 'T1105', 'T1047', 'T1086']"
498,048329f3ac884ee53ff6e7509fedce7e5f44939fe509e5fdda7b323db0990166,APT1,China,"['T1086', 'T1047', 'T1105', 'T1059']"
500,1df3dfdd4acb25fd6bddd91121c5ee58c92460429e693f4bb8f0a86e7f94f886,APT1,China,"['T1105', 'T1086', 'T1059']"
501,2b9457a4c157e61af2444eae7e4588488c528b6571b36a6d4299c85787f1aade,APT1,China,"['T1047', 'T1059', 'T1105']"
502,d5fc378ab31019f99f613bdbabd5aa63d97a3cd0031e90265427db912d744f88,APT1,China,"['T1105', 'T1086', 'T1059']"
505,a2e0fa7251392bb316b8b2678b6e5bcd8759504a4e5a66611a5c324ac4090234,APT1,China,"['T1105', 'T1086', 'T1047']"
508,76f52b8a4701d01ac1a5a5c7033b3635c8a8f44a85c98084841763b947aafb52,APT1,China,"['T1086', 'T1105', 'T1059', 'T1047']"
509,1beb718309c249360873925f4cf285bf83b87ad65fc035f0c03d1d7e519e0f4a,APT1,China,"['T1047', 'T1059', 'T1105', 'T1086']"
510,1b32e6800b3a80e74f135b75925f3c1e081662adfac53262ec9a8a830398ff64,APT1,China,"['T1105', 'T1086', 'T1047', 'T1059']"
514,1039f5492d975d1f215255397ebc2419fb136623682ee004e39970fe9b84dce3,APT1,China,"['T1047', 'T1105', 'T1086', 'T1059']"
520,c1e28e070fb45531dd43cd6431698345041fd3daf64a6edb4aa67ce0dd2f8fa7,APT1,China,"['T1105', 'T1086', 'T1047']"
523,dadfdbe7aa173f42e0c3b67518d3e3e5216db3258df139d6706bb5330fc8a883,APT1,China,"['T1086', 'T1059', 'T1047', 'T1105']"
524,1a6a112fa17b49e57ce20abf787054d86f7ec0b52c7728c869db2ff287708e74,APT1,China,"['T1059', 'T1086', 'T1047']"
529,b041090be33111041e2adac815c6dd0f8196097205120eff4fe2a3c53bf95ad3,APT1,China,"['T1047', 'T1086', 'T1105', 'T1059']"
532,92d24128a45f33bdca5f28eb0319668cb97fb2f8a7e7b72d70a3aa4c897a4975,APT1,China,"['T1086', 'T1105', 'T1059']"
534,8cccd32fe1006e3a7bb5d429f761cb056adf11e0b21f2780934d0e5cfb6f8e23,APT1,China,"['T1059', 'T1047', 'T1086']"
536,c8292d65dd342c015de4596559d181262c0d40d8353e6e6ba4f72e470b32f679,APT1,China,"['T1086', 'T1105', 'T1059']"
541,c3403329334b5f7c77ae5791999f84bd1118176350cfa14c028a5318d1220930,APT1,China,"['T1086', 'T1047', 'T1105']"
542,0dcf284acee023eea3564ab3f858289ca8701ee400cdc36647f03e7b681de915,APT1,China,"['T1047', 'T1059', 'T1105']"
543,b8eac20bec1c24cfd556f543764c85fb614123b34c98f000bdd8db49dff0521e,APT1,China,"['T1047', 'T1105', 'T1086', 'T1059']"
550,782340af6a0257cd3cc31986455046e22198b9df78be5ca33745564949fbc6f2,APT1,China,"['T1059', 'T1047', 'T1105', 'T1086']"
551,8bf5a9e8d5bc1f44133c3f118fe8ca1701d9665a72b3893f509367905feb0a00,APT1,China,"['T1105', 'T1086', 'T1047']"
552,516d0b8325bad3f9f4e928ee4edbabcde34105f5706faf6331ff50c3c78bf889,APT1,China,"['T1105', 'T1059', 'T1047']"
556,db71b06c98ebae4232a740c952973f1c92864730a175406b84e322fec63daf15,APT1,China,"['T1105', 'T1047', 'T1086']"
557,2a48fdfdca11ed1c16475d793bcdfc70ba71c972e7381f4e6826b6f3cb2f2793,APT1,China,"['T1086', 'T1059', 'T1105', 'T1047']"
558,8da0c31bb2aa6cf210be0654e24d19973a4deef9252018fee3fbbd6a7fe71dc3,APT1,China,"['T1086', 'T1105', 'T1059']"
559,cee21b4199974ba8b4c77bb9dff62bea9b87bfde9df4c89072c3d12472f65861,APT1,China,"['T1105', 'T1086', 'T1047']"
560,6bb764f3a5ca57f9bcc72aa0c34dab64e870e22c6400f6b3f62d5986104dc68f,APT1,China,"['T1059', 'T1105', 'T1086', 'T1047']"
562,021b4ce5c4d9eb45ed016fe7d87abe745ea961b712a08ea4c6b1b81d791f1eca,APT1,China,"['T1105', 'T1059', 'T1086', 'T1047']"
566,6c02de0a1d481f1baac0f4c36a05c8f4b4fa8ffd6164f297e115c86c754d594e,APT1,China,"['T1105', 'T1047', 'T1086']"
567,5664aaa79fa893fc10e77e79cb566a5d1cecc4cd58f58759723ae1ad3709b7fa,APT1,China,"['T1047', 'T1105', 'T1059', 'T1086']"
574,33774900681b25519d0b023d6d78a043cc2dff0a21d6f6df89e314c91118c0fd,APT1,China,"['T1086', 'T1059', 'T1047', 'T1105']"
578,328504863c94656f3312533435a2cd6fc58acc14cdd6640ed81bebb8b30d9266,APT1,China,"['T1105', 'T1059', 'T1047', 'T1086']"
579,4f75cac4e70bf7c46496f173db91f77deeadef20aedfd70360b82b9ef122848f,APT1,China,"['T1086', 'T1059', 'T1047', 'T1105']"
580,71434227b085c02a969d16c264574bf49863a0ac8966d0a451068798367e0332,APT1,China,"['T1059', 'T1047', 'T1105']"
581,a0a32295ef3ae57348820477dcea5c97d6daf1cc8d445eab3dc5a3289cc6a37b,APT1,China,"['T1059', 'T1105', 'T1047']"
585,98c37c3c23bbfb362dac7754c6ba48e75cf24d73bc963a4cdfca557b9e016909,APT1,China,"['T1047', 'T1086', 'T1059']"
588,0c8ad4824264dd09b3be02f462f968729bf7339438bf5fa69af9ca995353f6df,APT1,China,"['T1047', 'T1086', 'T1059']"
589,262786523f13a3c6e9f58015dd9bcdeeb927a4622718ca925ba3787cf720b08d,APT1,China,"['T1086', 'T1059', 'T1105']"
592,bce2c5dd3cbc49395db02aad132703597572880f4b902bc3891ad666946401af,APT1,China,"['T1047', 'T1059', 'T1105', 'T1086']"
594,8f0a426fc1b7885a2785c5442d12b9387e84a8ee75daae0234d78b513c7b5c8c,APT1,China,"['T1059', 'T1105', 'T1086']"
596,37615eaf286efabccdf9c6392f888e87fb69452bb10e204feec2acd2b02a9f83,APT1,China,"['T1047', 'T1086', 'T1105', 'T1059']"
597,74eba8e156d1c05b633bbe22ae03064050938317957e3d70c28d492285f1d4d3,APT1,China,"['T1086', 'T1059', 'T1105']"
599,36f53eb7ea9e049ab589b69f748e4098be5f51577c3b881cf95d7928d19fe68d,APT1,China,"['T1059', 'T1086', 'T1105', 'T1047']"
600,7013c0ed0a1a58a36e80c2a8b6a560fcf301b895695e9df97fa85621688f7eaa,APT1,China,"['T1086', 'T1105', 'T1059', 'T1047']"
601,722b179b39fc0a4556b2d92d4066a17b5a3e7dde0506a5c51c9304d1ba11118f,APT1,China,"['T1059', 'T1086', 'T1047']"
602,42fdf3714f5b2598e348ce4e6f57937f831fe6d3b3c6d975854f66407567dac5,APT1,China,"['T1059', 'T1105', 'T1047', 'T1086']"
603,ff6d2a7239def47521dd43cb6913afc17e70dde89a9dd28dc630d66d16f06f50,APT1,China,"['T1059', 'T1047', 'T1086', 'T1105']"
609,b4941cdb04981815842ce7e799c8a4470e343f581642c32866ea497e69803276,APT1,China,"['T1086', 'T1105', 'T1059']"
628,fa2faae2269fce9a79fe8c2e5108b14ceb70ca2b3313ae370ed7cfa38c5546a0,APT1,China,"['T1047', 'T1105', 'T1086']"
629,20dfea9193255afac66900938ffdd54e33480c2ca6c5d876b78f28f4986a8280,APT1,China,"['T1086', 'T1047', 'T1105', 'T1059']"
631,14108d6bd2de2eb4638778f075e58585767edd1b40b6c2956d99777967abd828,APT1,China,"['T1047', 'T1105', 'T1086']"
633,f6a180cc3b31693739089a9966dd1feb107bb49216f1e3ed11baab8e4f6b5226,APT1,China,"['T1105', 'T1047', 'T1086']"
634,867367c3a4184d0d93d24bf11646233110c94c1e522be976b9e0753847fff420,APT1,China,"['T1105', 'T1086', 'T1059', 'T1047']"
642,a00c38c3e85b0e55c3d6adc7ec58cd48bf82d433d6b91964e08a86c6c2412cc3,APT1,China,"['T1086', 'T1105', 'T1047', 'T1059']"
643,101f1171f1cf0d7edd76e15608bbabf51b1a6e2f5f96d5188264eb8325594818,APT1,China,"['T1105', 'T1059', 'T1086']"
645,342f9acdb9b89e963761fea283daccf0c7cacaf513a46fd09d9cc89223b9d978,APT1,China,"['T1059', 'T1047', 'T1105']"
648,ffbfdf9f7eb0c371b50ad5b2667f8adf92da4bfdb54c898f5eab966a3e2d3c39,APT1,China,"['T1047', 'T1086', 'T1059', 'T1105']"
652,7b345dcc0dc2a441a00d56feb7a3d0058eb11eaa82f71f12309289f651c30924,APT1,China,"['T1105', 'T1047', 'T1086']"
653,e688090626629f14ce10a5eba1e122ceb6bf4bb60e4a66664e337bb793bbc80e,APT1,China,"['T1086', 'T1105', 'T1047']"
657,6971d8780aafa44664a469ff82074b5fea575b16aad39917e0891b9fa4c55cde,APT1,China,"['T1059', 'T1086', 'T1105', 'T1047']"
660,4db982abfb154778ac32fc5146c49a8e4fb9d13dd341f52f7c4aaf6fed48a40a,APT1,China,"['T1047', 'T1059', 'T1105', 'T1086']"
661,a52762177877479859e4f88a13f605ad1e69d759019cf49dcf026781375b74a7,APT1,China,"['T1086', 'T1105', 'T1059']"
662,876faab171ce362b0613f5f5661cf7329e9d1fd9324799182993cc5a73cb4216,APT1,China,"['T1059', 'T1086', 'T1047', 'T1105']"
664,693f08996d40c0c2bdb25ae5457d44f9df694a8972a70fe989312753c7fe9ab4,APT1,China,"['T1086', 'T1105', 'T1047']"
670,1d0d00c76353c8a1d2e33af602238244f0e0417193d7f65cfca4f4b576107071,APT1,China,"['T1086', 'T1059', 'T1105', 'T1047']"
674,060764506ad9134d5900fc0cd160fc14de80682f1861a3ef084c7c91a734881f,APT1,China,"['T1059', 'T1105', 'T1086', 'T1047']"
675,b83aa5ad1de3419436600f01d193b488f623ca58ac096eb8f365d5df3cd980d4,APT1,China,"['T1105', 'T1047', 'T1086']"
678,dd5261df621077ed13be8741f748f61c5ed09bd04ca48526492fc0b559832184,APT1,China,"['T1047', 'T1105', 'T1086', 'T1059']"
679,94200da50341169c8d6ada187b10adb6ae4d8eb5ebf1489b91b296b83545fe7c,APT1,China,"['T1059', 'T1105', 'T1086']"
680,f18c8bb31c16911d0900dcecd304e2e16cab23ddbae0aa188a1d08c74c7548bb,APT1,China,"['T1059', 'T1047', 'T1086']"
681,4487b345f63d20c6b91eec8ee86c307911b1f2c3e29f337aa96a4a238bf2e87c,APT1,China,"['T1105', 'T1086', 'T1047', 'T1059']"
686,b5f5b25b3e93394d530df6ecb4f3f66bffb72af73fbe61859dc15e73ee43e9c0,APT1,China,"['T1047', 'T1086', 'T1059', 'T1105']"
689,f03c933ca41df5aaae0ab3ad58045038458f89b90d6634eeab918adff15af789,APT1,China,"['T1059', 'T1047', 'T1086', 'T1105']"
695,e9d62d3d6e13d08ec956a00dea4a63c9f09de642588dc0419ab06e75120fc042,APT1,China,"['T1047', 'T1105', 'T1059']"
696,f737829e9ad9a025945ad9ce803641677ae0fe3abf43b1984a7c8ab994923178,APT1,China,"['T1047', 'T1105', 'T1059']"
697,66ad06301c38a0741e5d95c61788bb08029b59bd8e7d09a180e9f723a6a4643d,APT1,China,"['T1086', 'T1047', 'T1105']"
699,d4f7260bc9ad79e18529e1a36348d171998c080a29018b1b2323bf1c42d12d87,APT1,China,"['T1059', 'T1047', 'T1086']"
701,1609f20fadda4f1824cf21920778a71b8f3874ab9655d080aa10cf9d17cfd372,APT1,China,"['T1047', 'T1105', 'T1059']"
702,890485744eabef256d6a2353c7544ec4f2d7bce27c9969998b7557afa56a084c,APT1,China,"['T1059', 'T1047', 'T1105', 'T1086']"
703,873c459c3c3aa7f0e9a488f69c4391669cbf24c6db7f5fb5fe5c2336f3ad9da8,APT1,China,"['T1105', 'T1059', 'T1047']"
704,1268493356c70816d111bbc959eec555d58cc8f1b18bbbd4c5179355159305cc,APT1,China,"['T1105', 'T1086', 'T1047', 'T1059']"
705,80607067fdcdffba9fa52c6da83bae7f164026811ba21d077e55b263d926591c,APT1,China,"['T1105', 'T1059', 'T1047']"
708,181a57907f756abebecad76f396b8b0f5d6be1902d06a57066ab5ed87639bb1f,APT1,China,"['T1105', 'T1086', 'T1047']"
709,b1640f9580026e7686b1b660e973fb95f0f22d04b545dc1c947330ff87cb80fe,APT1,China,"['T1105', 'T1059', 'T1086']"
711,6b3b6ae4dd02cbd4a01075f0a3d92412c338368e281fbb7f413ebcb9d5a79990,APT1,China,"['T1105', 'T1086', 'T1059', 'T1047']"
712,ea43d8973fdfa6eb77e1f6b6a5276c5e06c614071d26f68f19fbcb25fe09aad4,APT1,China,"['T1086', 'T1059', 'T1047', 'T1105']"
717,bd6ad41421deec0ce042334519b47c212592044cbdea2fdfde2d385f6d1b530d,APT1,China,"['T1059', 'T1086', 'T1105']"
722,2b48a10776865b008d557ba085f085ff09e32520980e06a7d5c6a8e61e605c36,APT1,China,"['T1086', 'T1105', 'T1059', 'T1047']"
724,d7a159a8a84ab15a9a7572d7cab56b1a9de29aa0cb20aa3d7fc010f4c547ee1a,APT1,China,"['T1047', 'T1105', 'T1059']"
725,383f0d2cbf8914c3ecb23ea82bff38e1c048980806e37d75e3539362d105675c,APT1,China,"['T1047', 'T1086', 'T1059']"
726,73f813458bd5f9ed03ffba06abc6f93afa816cd497795d22a658367976fe4c82,APT1,China,"['T1105', 'T1047', 'T1086']"
729,960dd3e404e86b5de9ee7092ba7d5a28aa3287d4c780d0030f6fc34e1e507103,APT1,China,"['T1086', 'T1059', 'T1047', 'T1105']"
732,7d4e44037e53b6e5de45deb9ee4cf5921b52f8eb1073136f7c853e6f42516247,APT1,China,"['T1105', 'T1086', 'T1047', 'T1059']"
736,637aef27fca11245278a48f70535902570ef526ba19bcb8a675f07cdc7788993,APT1,China,"['T1086', 'T1105', 'T1059']"
737,4f7421106f0de54fe018c32323440b7297350183035dac271cb843da27f88041,APT1,China,"['T1105', 'T1047', 'T1059', 'T1086']"
740,447de889c0b6731df0ca52ae0da2138a0b88f69aa735d295ec6a8f7682dc959a,APT1,China,"['T1086', 'T1059', 'T1105', 'T1047']"
741,ac0213a63e61f682390c566c9d909901a0f2e231eaf6c714a2cab9bf70016082,APT1,China,"['T1059', 'T1047', 'T1105', 'T1086']"
743,5dcdf2e8f1b9348bfd3330a31a70a4b5fc03dd86e45553dca9d85f74f9d8ec6c,APT1,China,"['T1047', 'T1059', 'T1105', 'T1086']"
744,a90a2dbf240b3e31843f69bc08d17f5dc28e6b5b1835af59fa6f7be8af8b96ab,APT1,China,"['T1059', 'T1086', 'T1105', 'T1047']"
745,94f2303a20e703a8714a143dc1875605d13424276b6829ac0b36275e9fa16213,APT1,China,"['T1105', 'T1047', 'T1059']"
749,a42030e9b290413b58d8507a528c1e8fb49f9d602ddeeae9c03785a1f1e8497f,APT1,China,"['T1086', 'T1047', 'T1105', 'T1059']"
750,c5c86a75f360aab239162d6c6ec8f45dffe26b08a8bd4417c4cd55ce3b00478c,APT1,China,"['T1059', 'T1086', 'T1047', 'T1105']"
751,c5d3906f7c6f39c16bb9b3d8061026d06f8a6dbb9a363fb190cfa476abde6a76,APT1,China,"['T1059', 'T1086', 'T1047', 'T1105']"
757,f09b51ab1ef4c2dfbb0e6daae573921b93925d5f820b217f640e4c19cc15be6f,APT1,China,"['T1047', 'T1105', 'T1059', 'T1086']"
758,c9a92af5f602834e4ebe133b598beadfd9204fdb863611005aac59d3fb5387c0,APT1,China,"['T1086', 'T1105', 'T1047', 'T1059']"
760,6de091db9dfceab8b867b3b52953d270b69eea7529d400d144d6339bcddac01c,APT1,China,"['T1086', 'T1105', 'T1047']"
761,c82e2202947ba1b6e8f4cf4849d2f39158c913522ff66ee724792d04bd0dbbe3,APT1,China,"['T1047', 'T1086', 'T1059', 'T1105']"
762,6c38678549ff31aff2c0164566c2494f57987b1af43650f476a824fc10b26108,APT1,China,"['T1059', 'T1047', 'T1086', 'T1105']"
763,4b5d1a0a25b932ed9410f60751359f527b55619d036f727d6e1caacaba23640b,APT1,China,"['T1086', 'T1047', 'T1059']"
764,6e88578fc1a859d499d0bce33ac277d60d0d2387931e0743277848a041874795,APT1,China,"['T1047', 'T1059', 'T1086']"
766,4e4bdaa67c368ce41f8d4ba8fecedb9a9d6177a9ed9e0ef45312c9c33ee4394e,APT1,China,"['T1059', 'T1086', 'T1105', 'T1047']"
768,14a5c30f0e0a2fc7dbab3c56f90895133d002efcff61deeef6c06597529bea5e,APT1,China,"['T1105', 'T1059', 'T1086']"
776,c21e6bed707b124cc697aa825ec69310eddeb9afec5dc4c0eeab93c905c064c6,APT1,China,"['T1047', 'T1086', 'T1105']"
777,1d1a290668c7331317309eb7336e9df94e0b034a175bb8d477cb46b7dfaf26f6,APT1,China,"['T1105', 'T1047', 'T1059']"
780,d144793fd7e5e675a87a3174876c765e5634700a8d902023c5d6d9871a47f952,APT1,China,"['T1086', 'T1105', 'T1047', 'T1059']"
782,13765eb12853f6268ce5052295c25e2fe53acf6e7b04c1c0ae1c78c5f4ae52bf,APT1,China,"['T1086', 'T1047', 'T1059']"
783,bcd43ed6a838a35dba5298594ffd6b86d4dc804c7c524e541e5cd4c92fb8fe72,APT1,China,"['T1105', 'T1047', 'T1086', 'T1059']"
784,0963ba541d56b9805713aa13d955b91f6bb875318698ba6119d5944d68c45afb,APT1,China,"['T1047', 'T1059', 'T1086', 'T1105']"
790,129b10324274afaf7e99e4973fdad83fe098d02726e1ad1c3334fd99eef7f1eb,APT1,China,"['T1105', 'T1047', 'T1059']"
792,825858c467b49923adac73ee23fd972ac5fb709690ec605e153315398b991dc1,APT1,China,"['T1086', 'T1059', 'T1105']"
793,626eb96a340c865ea8ed721c94fac4504db147b0992e0190438b7cc144c05614,APT1,China,"['T1105', 'T1086', 'T1059', 'T1047']"
796,bb43148b1f4cd37d4ee29a4b9ec2c147f3b705d7f543444dc44889076d312451,APT1,China,"['T1047', 'T1105', 'T1086']"
797,c6e3f359ed7de057cb2de0dfc306f68ebede5cce9046ec16e5078942df30c3ea,APT1,China,"['T1105', 'T1059', 'T1047']"
798,f23b384c2f44d7be20389a8f0d9688f650f6b88f8ad370b28ea16a3c36f758d2,APT1,China,"['T1047', 'T1105', 'T1059', 'T1086']"
799,9ad81024edaf1cbc28caa02051ab6ab6b7ca929cffa8a465d1bdaa452cf0b8f5,APT1,China,"['T1059', 'T1047', 'T1105']"
801,676c558e9481bd508446dbb2d40b1f26c246fc5a9ec9f6d89c1344cb74be57cc,APT1,China,"['T1047', 'T1059', 'T1086', 'T1105']"
803,2392a60647f2eb2ee34b7a7d48e953b9780e6709393d16b56ca810f9a4292c6a,APT1,China,"['T1047', 'T1086', 'T1105', 'T1059']"
811,3afdf6103f65bac8a75c614ca61d6f99697dd58116e53281bb4f4f79fefb8bf0,APT1,China,"['T1059', 'T1105', 'T1047']"
812,0c50ddf7295d4ddfafae479e7c3ce21ca6416442c0c8c5e90aedbb3e583a8b20,APT1,China,"['T1047', 'T1086', 'T1105']"
815,3233207ca07e462ffe5dfcbf8c1fb3f844e7a0455c9deea1b1c3b07f6597e16d,APT1,China,"['T1086', 'T1059', 'T1047']"
816,f6fb9f851ac2ad81a9f990a75a663bd6ddcebdcfe6a3b7346300b4ba47ed6757,APT1,China,"['T1059', 'T1105', 'T1047']"
821,324ff0da6ada98432ab56ea4ffb5226db818b180e5fbd9bbc7764010642c8f19,APT1,China,"['T1059', 'T1105', 'T1047', 'T1086']"
822,9e5bb975cec2c0969b35dbe5b73c1afcf73cdc9d3dfb21fe2ad7037aacb5b3ac,APT1,China,"['T1047', 'T1105', 'T1086']"
823,e0cb31bb04ceb2f5d64debdc60a312981ee4b57444d1cb8d0dcea271e8fd315c,APT1,China,"['T1086', 'T1059', 'T1047']"
824,a908f128b77e8488fd2209fc162779b05ec9b633493751a0f30b2e5664c7183b,APT1,China,"['T1059', 'T1086', 'T1047']"
826,51903b67ad3aaede5aeb083d5b5d91bd391d224e6ca7f1b03aa935764434c7f4,APT1,China,"['T1059', 'T1047', 'T1086']"
828,8c414cc53009cefac9ad9aa3ffd766085a7b76aa56f69a12c3231268cc4b1d81,APT1,China,"['T1105', 'T1047', 'T1086']"
832,82f766d5c587875e44f664166ea2cc5d32e29d5a442182b4fadfba770372c5f1,APT1,China,"['T1086', 'T1059', 'T1047']"
834,527e57759cc5f5ff21643edbd6250acbe99421fb41c9c6aa9573e9e5fa417026,APT1,China,"['T1059', 'T1086', 'T1047']"
836,cc170c55c076d3c280752bfb55b25b28cc4fa56c730a2df64e636f92b737ce01,APT1,China,"['T1059', 'T1047', 'T1086']"
838,0c1b59ffa9790458828171d7d290ea0d4743412bd7fb52bd0b618531002da6e4,APT1,China,"['T1105', 'T1086', 'T1047']"
840,fb8c824c97a60f2b478264b46b626227f25b74c217ca577f590aee9d1829f090,APT1,China,"['T1047', 'T1059', 'T1105']"
844,22ac3c11b2ac05981ede405380952aa481ad850b97da51605a7ee425e25c5c02,APT1,China,"['T1086', 'T1059', 'T1105']"
846,7d40062e8399a547f5578d462d3d864abf44a52a251f3d6dc0e3d0f2919b9b06,APT1,China,"['T1059', 'T1047', 'T1086']"
848,36f8ae291b0ff0193f51bcaed533701a52d2bff4964d2f49591eed703d442168,APT1,China,"['T1105', 'T1047', 'T1059', 'T1086']"
849,9d9e8ace43981a3d69f96f6471fd39a30191d849cf6f55151834bcadba1e9321,APT1,China,"['T1086', 'T1059', 'T1047', 'T1105']"
850,8b88dc84deb3118d6e514ae1c270f8742d214872cb18e914a79eef2684aaed5d,APT1,China,"['T1086', 'T1047', 'T1105']"
856,c9b2a0d55146b68ac4480a5d1f3fed19aa2ca271d184b0d5802ba39793d9f299,APT1,China,"['T1105', 'T1047', 'T1059', 'T1086']"
857,ece1610907c50cdeaf158d0ec13aa8b4aa31a8b831db8d3791da1e35296aa527,APT1,China,"['T1086', 'T1105', 'T1047', 'T1059']"
859,5ffa6550de0191e329511c3251a04f13658ca783fb4bd72b2f11ad0271dfa376,APT1,China,"['T1059', 'T1047', 'T1105', 'T1086']"
861,55a1612963fed3094e0c6817112dbdde5b2d24c2bc0d76e8435d0a5b108b9e57,APT1,China,"['T1059', 'T1105', 'T1047', 'T1086']"
864,325cc57be618d1e3b7ae1dc686d165cc08a20cae415a78ac4e5554930fe41acc,APT1,China,"['T1105', 'T1086', 'T1047', 'T1059']"
867,3ce16d95dac29f7f32f67f52ad048e07b0f63c3fc81606992dbbc6ba8187b0ee,APT1,China,"['T1086', 'T1047', 'T1059', 'T1105']"
868,f4d68b4ff8b0ffd40aba886da64c5a82cde7c489d7973cc72f5f7800030ad883,APT1,China,"['T1086', 'T1105', 'T1059', 'T1047']"
872,ce268a8af9a9e0af70f048e6fc5c51e449a01b5c9683513a9d4a9b4dd0ab94f6,APT1,China,"['T1086', 'T1105', 'T1059', 'T1047']"
873,33e6c3f5a66512c136e53ede2095fc240973fa58a9d8a7b69f23db01c53f2f59,APT1,China,"['T1105', 'T1059', 'T1086']"
874,e403219d739eb5c954a32512daee09e6fdd7303a2e2e7e131593690beb2ccdca,APT1,China,"['T1047', 'T1086', 'T1105']"
875,e9af4018616e4275c6b6af5531bb988431c1454d8567cc4f6c7d2b4dc63440aa,APT1,China,"['T1105', 'T1086', 'T1059', 'T1047']"
886,6f6d7fe35d8e2b17bfd85752b46f2d20f71087231d8830fb5b614072b18813d2,APT1,China,"['T1086', 'T1047', 'T1105', 'T1059']"
887,08af44d381df5250323cf196444aa90597f8049dad55712fe45e80b1a8d8cded,APT1,China,"['T1086', 'T1047', 'T1105']"
892,0877c8623643ccced5a400aaaf0d13f687afbed382074c70f25d18b6c5af9a3d,APT1,China,"['T1047', 'T1059', 'T1086', 'T1105']"
895,db0b1e267a52e77e3b2dc8948a601598feeb2b5d0082155bbe010f46f2a6a512,APT1,China,"['T1105', 'T1086', 'T1059', 'T1047']"
896,bd35b10e076fe95e122a3dd7fe93df7621cac7e3c32261adcf45a81c10f6f692,APT1,China,"['T1105', 'T1059', 'T1047', 'T1086']"
900,8202efa793dbb7fca2922810ccf24f6baced4a7f57f7fc475c95b75b70a68838,APT1,China,"['T1059', 'T1105', 'T1086']"
901,13b8a6786b9ef66c3115b35f4c4a9dfe58df22ddd5ebfcf35ad276a5be83ff99,APT1,China,"['T1047', 'T1086', 'T1105', 'T1059']"
903,6bb937d1a3d6fdce5108af79716b20b0c8a609763f10135d9a62314ced2a5fb8,APT1,China,"['T1086', 'T1105', 'T1059', 'T1047']"
906,86f5f5e5ea9bdbfb8b139cd9bc22826cea431f347f54035c5bc7a3f315d5f2f7,APT1,China,"['T1047', 'T1086', 'T1059', 'T1105']"
913,60cce954b7d0f3eb0a808e281623149485acd958c58f1dfac2416a954afb5b8e,APT1,China,"['T1059', 'T1105', 'T1086']"
917,0e829513658a891006163ccbf24efc292e42cc291af85b957c1603733f0c99d4,APT1,China,"['T1105', 'T1059', 'T1047']"
919,c23f1d9c00300528aabfddc5d3afb6b7deee1aa07b5eccd0806153bae848aa69,APT1,China,"['T1105', 'T1086', 'T1059', 'T1047']"
923,bec93b84ef8f4e33ac41f97faecf87d4e840c4f7a26433baa63405c8535c9e5e,APT1,China,"['T1086', 'T1047', 'T1105']"
926,384be453cd26f60cd2358a09ccd64e4e7a27c1f8c6da5df557f8cc4913686112,APT1,China,"['T1105', 'T1086', 'T1059', 'T1047']"
